,Path,Name,Flag,Card,Type,Description
49,ExplanationOfBenefit.supportingInfo.reason, reason ,,0..1,Coding,Explanation for the informationMissing Tooth Reason Codes (Example)
50,ExplanationOfBenefit.diagnosis, diagnosis ,,0..*,BackboneElement,Pertinent diagnosis information
51,ExplanationOfBenefit.diagnosis.sequence, sequence ,,1..1,positiveInt,Diagnosis instance identifier
52,ExplanationOfBenefit.diagnosis.diagnosisCodeableconcept,diagnosisCodeableconcept,,1..1,CodeableConcept,Nature of illness or problemICD-10 Codes (Example)
53,ExplanationOfBenefit.diagnosis.diagnosisReference(condition),diagnosisReference(condition),,1..1,Reference(Condition),Nature of illness or problemICD-10 Codes (Example)
54,ExplanationOfBenefit.diagnosis.type, type ,,0..*,CodeableConcept,Timing or nature of the diagnosisExample Diagnosis Type Codes (Example)
55,ExplanationOfBenefit.diagnosis.onAdmission, onAdmission ,,0..1,CodeableConcept,Present on admissionExample Diagnosis on Admission Codes (Example)
56,ExplanationOfBenefit.diagnosis.packageCode, packageCode ,,0..1,CodeableConcept,Package billing codeExample Diagnosis Related Group Codes (Example)
57,ExplanationOfBenefit.procedure, procedure ,,0..*,BackboneElement,Clinical procedures performed
58,ExplanationOfBenefit.procedure.sequence, sequence ,,1..1,positiveInt,Procedure instance identifier
59,ExplanationOfBenefit.procedure.type, type ,,0..*,CodeableConcept,Category of ProcedureExample Procedure Type Codes (Example)
60,ExplanationOfBenefit.procedure.date, date ,,0..1,dateTime,When the procedure was performed
61,ExplanationOfBenefit.procedure.procedureCodeableconcept,procedureCodeableconcept,,1..1,CodeableConcept,Specific clinical procedureICD-10 Procedure Codes (Example)
62,ExplanationOfBenefit.procedure.procedureReference(procedure),procedureReference(procedure),,1..1,Reference(Procedure),Specific clinical procedureICD-10 Procedure Codes (Example)
63,ExplanationOfBenefit.procedure.udi, udi ,,0..*,Reference(Device),Unique device identifier
64,ExplanationOfBenefit.precedence, precedence ,,0..1,positiveInt,"Precedence (primary, secondary, etc.)"
65,ExplanationOfBenefit.insurance, insurance ,Σ,1..*,BackboneElement,Patient insurance information
66,ExplanationOfBenefit.insurance.focal, focal ,Σ,1..1,boolean,Coverage to be used for adjudication
67,ExplanationOfBenefit.insurance.coverage, coverage ,Σ,1..1,Reference(Coverage),Insurance information
68,ExplanationOfBenefit.insurance.preAuthRef, preAuthRef ,,0..*,string,Prior authorization reference number
69,ExplanationOfBenefit.accident, accident ,,0..1,BackboneElement,Details of the event
70,ExplanationOfBenefit.accident.date, date ,,0..1,date,When the incident occurred
71,ExplanationOfBenefit.accident.type, type ,,0..1,CodeableConcept,The nature of the accidentV3 Value SetActIncidentCode (Extensible)
72,ExplanationOfBenefit.accident.locationAddress,locationAddress,,0..1,Address,Where the event occurred
73,ExplanationOfBenefit.accident.locationReference(location),locationReference(location),,0..1,Reference(Location),Where the event occurred
74,ExplanationOfBenefit.item, item ,,0..*,BackboneElement,Product or service provided
75,ExplanationOfBenefit.item.sequence, sequence ,,1..1,positiveInt,Item instance identifier
76,ExplanationOfBenefit.item.careTeamSequence, careTeamSequence ,,0..*,positiveInt,Applicable care team members
77,ExplanationOfBenefit.item.diagnosisSequence, diagnosisSequence ,,0..*,positiveInt,Applicable diagnoses
78,ExplanationOfBenefit.item.procedureSequence, procedureSequence ,,0..*,positiveInt,Applicable procedures
79,ExplanationOfBenefit.item.informationSequence, informationSequence ,,0..*,positiveInt,Applicable exception and supporting information
80,ExplanationOfBenefit.item.revenue, revenue ,,0..1,CodeableConcept,Revenue or cost center codeExample Revenue Center Codes (Example)
81,ExplanationOfBenefit.item.category, category ,,0..1,CodeableConcept,Benefit classificationBenefit Category Codes (Example)
82,ExplanationOfBenefit.item.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
83,ExplanationOfBenefit.item.modifier, modifier ,,0..*,CodeableConcept,Product or service billing modifiersModifier type Codes (Example)
84,ExplanationOfBenefit.item.programCode, programCode ,,0..*,CodeableConcept,Program the product or service is provided underExample Program Reason Codes (Example)
85,ExplanationOfBenefit.item.servicedDate,servicedDate,,0..1,date,Date or dates of service or product delivery
86,ExplanationOfBenefit.item.servicedPeriod,servicedPeriod,,0..1,Period,Date or dates of service or product delivery
87,ExplanationOfBenefit.item.locationCodeableconcept,locationCodeableconcept,,0..1,CodeableConcept,Place of service or where product was suppliedExample Service Place Codes (Example)
88,ExplanationOfBenefit.item.locationAddress,locationAddress,,0..1,Address,Place of service or where product was suppliedExample Service Place Codes (Example)
89,ExplanationOfBenefit.item.locationReference(location),locationReference(location),,0..1,Reference(Location),Place of service or where product was suppliedExample Service Place Codes (Example)
90,ExplanationOfBenefit.item.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
91,ExplanationOfBenefit.item.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
92,ExplanationOfBenefit.item.factor, factor ,,0..1,decimal,Price scaling factor
93,ExplanationOfBenefit.item.net, net ,,0..1,Money,Total item cost
94,ExplanationOfBenefit.item.udi, udi ,,0..*,Reference(Device),Unique device identifier
95,ExplanationOfBenefit.item.bodySite, bodySite ,,0..1,CodeableConcept,Anatomical locationOral Site Codes (Example)
96,ExplanationOfBenefit.item.subSite, subSite ,,0..*,CodeableConcept,Anatomical sub-locationSurface Codes (Example)
97,ExplanationOfBenefit.item.encounter, encounter ,,0..*,Reference(Encounter),Encounters related to this billed item
98,ExplanationOfBenefit.item.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
99,ExplanationOfBenefit.item.adjudication, adjudication ,,0..*,BackboneElement,Adjudication details
100,ExplanationOfBenefit.item.adjudication.category, category ,,1..1,CodeableConcept,Type of adjudication informationAdjudication Value Codes (Example)
101,ExplanationOfBenefit.item.adjudication.reason, reason ,,0..1,CodeableConcept,Explanation of adjudication outcomeAdjudication Reason Codes (Example)
102,ExplanationOfBenefit.item.adjudication.amount, amount ,,0..1,Money,Monetary amount
103,ExplanationOfBenefit.item.adjudication.value, value ,,0..1,decimal,Non-monitary value
104,ExplanationOfBenefit.item.detail, detail ,,0..*,BackboneElement,Additional items
105,ExplanationOfBenefit.item.detail.sequence, sequence ,,1..1,positiveInt,Product or service provided
106,ExplanationOfBenefit.item.detail.revenue, revenue ,,0..1,CodeableConcept,Revenue or cost center codeExample Revenue Center Codes (Example)
107,ExplanationOfBenefit.item.detail.category, category ,,0..1,CodeableConcept,Benefit classificationBenefit Category Codes (Example)
108,ExplanationOfBenefit.item.detail.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
109,ExplanationOfBenefit.item.detail.modifier, modifier ,,0..*,CodeableConcept,Service/Product billing modifiersModifier type Codes (Example)
110,ExplanationOfBenefit.item.detail.programCode, programCode ,,0..*,CodeableConcept,Program the product or service is provided underExample Program Reason Codes (Example)
111,ExplanationOfBenefit.item.detail.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
112,ExplanationOfBenefit.item.detail.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
113,ExplanationOfBenefit.item.detail.factor, factor ,,0..1,decimal,Price scaling factor
114,ExplanationOfBenefit.item.detail.net, net ,,0..1,Money,Total item cost
115,ExplanationOfBenefit.item.detail.udi, udi ,,0..*,Reference(Device),Unique device identifier
116,ExplanationOfBenefit.item.detail.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
117,ExplanationOfBenefit.item.detail.adjudication, adjudication ,,0..*,see adjudication,Detail level adjudication details
118,ExplanationOfBenefit.item.detail.subDetail, subDetail ,,0..*,BackboneElement,Additional items
119,ExplanationOfBenefit.item.detail.subDetail.sequence, sequence ,,1..1,positiveInt,Product or service provided
120,ExplanationOfBenefit.item.detail.subDetail.revenue, revenue ,,0..1,CodeableConcept,Revenue or cost center codeExample Revenue Center Codes (Example)
121,ExplanationOfBenefit.item.detail.subDetail.category, category ,,0..1,CodeableConcept,Benefit classificationBenefit Category Codes (Example)
122,ExplanationOfBenefit.item.detail.subDetail.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
123,ExplanationOfBenefit.item.detail.subDetail.modifier, modifier ,,0..*,CodeableConcept,Service/Product billing modifiersModifier type Codes (Example)
124,ExplanationOfBenefit.item.detail.subDetail.programCode, programCode ,,0..*,CodeableConcept,Program the product or service is provided underExample Program Reason Codes (Example)
125,ExplanationOfBenefit.item.detail.subDetail.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
126,ExplanationOfBenefit.item.detail.subDetail.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
127,ExplanationOfBenefit.item.detail.subDetail.factor, factor ,,0..1,decimal,Price scaling factor
128,ExplanationOfBenefit.item.detail.subDetail.net, net ,,0..1,Money,Total item cost
129,ExplanationOfBenefit.item.detail.subDetail.udi, udi ,,0..*,Reference(Device),Unique device identifier
130,ExplanationOfBenefit.item.detail.subDetail.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
131,ExplanationOfBenefit.item.detail.subDetail.adjudication, adjudication ,,0..*,see adjudication,Subdetail level adjudication details
132,ExplanationOfBenefit.addItem, addItem ,,0..*,BackboneElement,Insurer added line items
133,ExplanationOfBenefit.addItem.itemSequence, itemSequence ,,0..*,positiveInt,Item sequence number
134,ExplanationOfBenefit.addItem.detailSequence, detailSequence ,,0..*,positiveInt,Detail sequence number
135,ExplanationOfBenefit.addItem.subDetailSequence, subDetailSequence ,,0..*,positiveInt,Subdetail sequence number
136,ExplanationOfBenefit.addItem.provider, provider ,,0..*,Reference(Practitioner | PractitionerRole | Organization),Authorized providers
137,ExplanationOfBenefit.addItem.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
138,ExplanationOfBenefit.addItem.modifier, modifier ,,0..*,CodeableConcept,Service/Product billing modifiersModifier type Codes (Example)
139,ExplanationOfBenefit.addItem.programCode, programCode ,,0..*,CodeableConcept,Program the product or service is provided underExample Program Reason Codes (Example)
140,ExplanationOfBenefit.addItem.servicedDate,servicedDate,,0..1,date,Date or dates of service or product delivery
141,ExplanationOfBenefit.addItem.servicedPeriod,servicedPeriod,,0..1,Period,Date or dates of service or product delivery
142,ExplanationOfBenefit.addItem.locationCodeableconcept,locationCodeableconcept,,0..1,CodeableConcept,Place of service or where product was suppliedExample Service Place Codes (Example)
143,ExplanationOfBenefit.addItem.locationAddress,locationAddress,,0..1,Address,Place of service or where product was suppliedExample Service Place Codes (Example)
144,ExplanationOfBenefit.addItem.locationReference(location),locationReference(location),,0..1,Reference(Location),Place of service or where product was suppliedExample Service Place Codes (Example)
145,ExplanationOfBenefit.addItem.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
146,ExplanationOfBenefit.addItem.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
147,ExplanationOfBenefit.addItem.factor, factor ,,0..1,decimal,Price scaling factor
148,ExplanationOfBenefit.addItem.net, net ,,0..1,Money,Total item cost
149,ExplanationOfBenefit.addItem.bodySite, bodySite ,,0..1,CodeableConcept,Anatomical locationOral Site Codes (Example)
150,ExplanationOfBenefit.addItem.subSite, subSite ,,0..*,CodeableConcept,Anatomical sub-locationSurface Codes (Example)
151,ExplanationOfBenefit.addItem.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
152,ExplanationOfBenefit.addItem.adjudication, adjudication ,,0..*,see adjudication,Added items adjudication
153,ExplanationOfBenefit.addItem.detail, detail ,,0..*,BackboneElement,Insurer added line items
154,ExplanationOfBenefit.addItem.detail.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
155,ExplanationOfBenefit.addItem.detail.modifier, modifier ,,0..*,CodeableConcept,Service/Product billing modifiersModifier type Codes (Example)
156,ExplanationOfBenefit.addItem.detail.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
157,ExplanationOfBenefit.addItem.detail.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
158,ExplanationOfBenefit.addItem.detail.factor, factor ,,0..1,decimal,Price scaling factor
159,ExplanationOfBenefit.addItem.detail.net, net ,,0..1,Money,Total item cost
160,ExplanationOfBenefit.addItem.detail.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
161,ExplanationOfBenefit.addItem.detail.adjudication, adjudication ,,0..*,see adjudication,Added items adjudication
162,ExplanationOfBenefit.addItem.detail.subDetail, subDetail ,,0..*,BackboneElement,Insurer added line items
163,ExplanationOfBenefit.addItem.detail.subDetail.productOrService, productOrService ,,1..1,CodeableConcept,"Billing, service, product, or drug codeUSCLS Codes (Example)"
164,ExplanationOfBenefit.addItem.detail.subDetail.modifier, modifier ,,0..*,CodeableConcept,Service/Product billing modifiersModifier type Codes (Example)
165,ExplanationOfBenefit.addItem.detail.subDetail.quantity, quantity ,,0..1,SimpleQuantity,Count of products or services
166,ExplanationOfBenefit.addItem.detail.subDetail.unitPrice, unitPrice ,,0..1,Money,"Fee, charge or cost per item"
167,ExplanationOfBenefit.addItem.detail.subDetail.factor, factor ,,0..1,decimal,Price scaling factor
168,ExplanationOfBenefit.addItem.detail.subDetail.net, net ,,0..1,Money,Total item cost
169,ExplanationOfBenefit.addItem.detail.subDetail.noteNumber, noteNumber ,,0..*,positiveInt,Applicable note numbers
170,ExplanationOfBenefit.addItem.detail.subDetail.adjudication, adjudication ,,0..*,see adjudication,Added items adjudication
171,ExplanationOfBenefit.adjudication, adjudication ,,0..*,see adjudication,Header-level adjudication
172,ExplanationOfBenefit.total, total ,Σ,0..*,BackboneElement,Adjudication totals
173,ExplanationOfBenefit.total.category, category ,Σ,1..1,CodeableConcept,Type of adjudication informationAdjudication Value Codes (Example)
174,ExplanationOfBenefit.total.amount, amount ,Σ,1..1,Money,Financial total for the category
175,ExplanationOfBenefit.payment, payment ,,0..1,BackboneElement,Payment Details
176,ExplanationOfBenefit.payment.type, type ,,0..1,CodeableConcept,Partial or complete paymentExample Payment Type Codes (Example)
177,ExplanationOfBenefit.payment.adjustment, adjustment ,,0..1,Money,Payment adjustment for non-claim issues
178,ExplanationOfBenefit.payment.adjustmentReason, adjustmentReason ,,0..1,CodeableConcept,Explanation for the variancePayment Adjustment Reason Codes (Example)
179,ExplanationOfBenefit.payment.date, date ,,0..1,date,Expected date of payment
180,ExplanationOfBenefit.payment.amount, amount ,,0..1,Money,Payable amount after adjustment
181,ExplanationOfBenefit.payment.identifier, identifier ,,0..1,Identifier,Business identifier for the payment
182,ExplanationOfBenefit.formCode, formCode ,,0..1,CodeableConcept,Printed form identifierForms (Example)
183,ExplanationOfBenefit.form, form ,,0..1,Attachment,Printed reference or actual form
184,ExplanationOfBenefit.processNote, processNote ,,0..*,BackboneElement,Note concerning adjudication
185,ExplanationOfBenefit.processNote.number, number ,,0..1,positiveInt,Note instance identifier
186,ExplanationOfBenefit.processNote.type, type ,,0..1,code,display | print | printoperNoteType (Required)
187,ExplanationOfBenefit.processNote.text, text ,,0..1,string,Note explanatory text
188,ExplanationOfBenefit.processNote.language, language ,,0..1,CodeableConcept,Language of the textCommon Languages (Preferred but limited to AllLanguages)
189,ExplanationOfBenefit.benefitPeriod, benefitPeriod ,,0..1,Period,When the benefits are applicable
190,ExplanationOfBenefit.benefitBalance, benefitBalance ,,0..*,BackboneElement,Balance by Benefit Category
191,ExplanationOfBenefit.benefitBalance.category, category ,,1..1,CodeableConcept,Benefit classificationBenefit Category Codes (Example)
192,ExplanationOfBenefit.benefitBalance.excluded, excluded ,,0..1,boolean,Excluded from the plan
193,ExplanationOfBenefit.benefitBalance.name, name ,,0..1,string,Short name for the benefit
194,ExplanationOfBenefit.benefitBalance.description, description ,,0..1,string,Description of the benefit or services covered
195,ExplanationOfBenefit.benefitBalance.network, network ,,0..1,CodeableConcept,In or out of networkNetwork Type Codes (Example)
196,ExplanationOfBenefit.benefitBalance.unit, unit ,,0..1,CodeableConcept,Individual or familyUnit Type Codes (Example)
197,ExplanationOfBenefit.benefitBalance.term, term ,,0..1,CodeableConcept,Annual or lifetimeBenefit Term Codes (Example)
198,ExplanationOfBenefit.benefitBalance.financial, financial ,,0..*,BackboneElement,Benefit Summary
199,ExplanationOfBenefit.benefitBalance.financial.type, type ,,1..1,CodeableConcept,Benefit classificationBenefit Type Codes (Example)
200,ExplanationOfBenefit.benefitBalance.financial.allowedUnsignedint,allowedUnsignedint,,0..1,unsignedInt,Benefits allowed
201,ExplanationOfBenefit.benefitBalance.financial.allowedString,allowedString,,0..1,string,Benefits allowed
202,ExplanationOfBenefit.benefitBalance.financial.allowedMoney,allowedMoney,,0..1,Money,Benefits allowed
203,ExplanationOfBenefit.benefitBalance.financial.usedUnsignedint,usedUnsignedint,,0..1,unsignedInt,Benefits used
204,ExplanationOfBenefit.benefitBalance.financial.usedMoney,usedMoney,,0..1,Money,Benefits used
