,Path,Name,Flag,Card,Type,Description
22,NutritionOrder.oralDiet.texture.foodType, foodType ,,0..1,CodeableConcept,Concepts that are used to identify an entity that is ingested for nutritional purposesTexture Modified Food Type Codes (Example)
23,NutritionOrder.oralDiet.fluidConsistencyType, fluidConsistencyType ,,0..*,CodeableConcept,The required consistency of fluids and liquids provided to the patientFluid Consistency Type Codes (Example)
24,NutritionOrder.oralDiet.instruction, instruction ,Σ,0..1,string,Instructions or additional information about the oral diet
25,NutritionOrder.supplement, supplement ,I,0..*,BackboneElement,Supplement components
26,NutritionOrder.supplement.type, type ,Σ,0..1,CodeableConcept,Type of supplement product requestedSupplement Type Codes (Example)
27,NutritionOrder.supplement.productName, productName ,,0..1,string,Product or brand name of the nutritional supplement
28,NutritionOrder.supplement.schedule, schedule ,,0..*,Timing,Scheduled frequency of supplement
29,NutritionOrder.supplement.quantity, quantity ,,0..1,SimpleQuantity,Amount of the nutritional supplement
30,NutritionOrder.supplement.instruction, instruction ,Σ,0..1,string,Instructions or additional information about the oral supplement
31,NutritionOrder.enteralFormula, enteralFormula ,I,0..1,BackboneElement,Enteral formula components
32,NutritionOrder.enteralFormula.baseFormulaType, baseFormulaType ,Σ,0..1,CodeableConcept,Type of enteral or infant formulaEnteral Formula Type Codes (Example)
33,NutritionOrder.enteralFormula.baseFormulaProductName, baseFormulaProductName ,,0..1,string,Product or brand name of the enteral or infant formula
34,NutritionOrder.enteralFormula.additiveType, additiveType ,,0..1,CodeableConcept,Type of modular component to add to the feedingEnteral Formula Additive Type Code (Example)
35,NutritionOrder.enteralFormula.additiveProductName, additiveProductName ,,0..1,string,Product or brand name of the modular additive
36,NutritionOrder.enteralFormula.caloricDensity, caloricDensity ,,0..1,SimpleQuantity,Amount of energy per specified volume that is required
37,NutritionOrder.enteralFormula.routeofAdministration, routeofAdministration ,,0..1,CodeableConcept,How the formula should enter the patient's gastrointestinal tractEnteral Route Codes (Extensible)
38,NutritionOrder.enteralFormula.administration, administration ,,0..*,BackboneElement,Formula feeding instruction as structured data
39,NutritionOrder.enteralFormula.administration.schedule, schedule ,,0..1,Timing,Scheduled frequency of enteral feeding
40,NutritionOrder.enteralFormula.administration.quantity, quantity ,,0..1,SimpleQuantity,The volume of formula to provide
41,NutritionOrder.enteralFormula.administration.rateSimplequantity,rateSimplequantity,,0..1,SimpleQuantity,Speed with which the formula is provided per period of time
42,NutritionOrder.enteralFormula.administration.rateRatio,rateRatio,,0..1,Ratio,Speed with which the formula is provided per period of time
43,NutritionOrder.enteralFormula.maxVolumeToDeliver, maxVolumeToDeliver ,,0..1,SimpleQuantity,Upper limit on formula volume per unit of time
44,NutritionOrder.enteralFormula.administrationInstruction, administrationInstruction ,Σ,0..1,string,Formula feeding instructions expressed as text
45,NutritionOrder.note, note ,,0..*,Annotation,Comments
