,Path,Name,Flag,Card,Type,Description
67,SubstanceSpecification.molecularWeight, molecularWeight ,Σ,0..*,see molecularWeight,"The molecular weight or weight range (for proteins, polymers or nucleic acids)"
68,SubstanceSpecification.relationship, relationship ,Σ,0..*,BackboneElement,"A link between this substance and another, with details of the relationship"
69,SubstanceSpecification.relationship.substanceReference(substancespecification),substanceReference(substancespecification),Σ,0..1,Reference(SubstanceSpecification),"A pointer to another substance, as a resource or just a representational code"
70,SubstanceSpecification.relationship.substanceCodeableconcept,substanceCodeableconcept,Σ,0..1,CodeableConcept,"A pointer to another substance, as a resource or just a representational code"
71,SubstanceSpecification.relationship.relationship, relationship ,Σ,0..1,CodeableConcept,"For example ""salt to parent"", ""active moiety"", ""starting material"""
72,SubstanceSpecification.relationship.isDefining, isDefining ,Σ,0..1,boolean,"For example where an enzyme strongly bonds with a particular substance, this is a defining relationship for that enzyme, out of several possible substance relationships"
73,SubstanceSpecification.relationship.amountQuantity,amountQuantity,Σ,0..1,Quantity,"A numeric factor for the relationship, for instance to express that the salt of a substance has some percentage of the active substance in relation to some other"
74,SubstanceSpecification.relationship.amountRange,amountRange,Σ,0..1,Range,"A numeric factor for the relationship, for instance to express that the salt of a substance has some percentage of the active substance in relation to some other"
75,SubstanceSpecification.relationship.amountRatio,amountRatio,Σ,0..1,Ratio,"A numeric factor for the relationship, for instance to express that the salt of a substance has some percentage of the active substance in relation to some other"
76,SubstanceSpecification.relationship.amountString,amountString,Σ,0..1,string,"A numeric factor for the relationship, for instance to express that the salt of a substance has some percentage of the active substance in relation to some other"
77,SubstanceSpecification.relationship.amountRatioLowLimit, amountRatioLowLimit ,Σ,0..1,Ratio,For use when the numeric
78,SubstanceSpecification.relationship.amountType, amountType ,Σ,0..1,CodeableConcept,"An operator for the amount, for example ""average"", ""approximately"", ""less than"""
79,SubstanceSpecification.relationship.source, source ,Σ,0..*,Reference(DocumentReference),Supporting literature
80,SubstanceSpecification.nucleicAcid, nucleicAcid ,Σ,0..1,Reference(SubstanceNucleicAcid),Data items specific to nucleic acids
81,SubstanceSpecification.polymer, polymer ,Σ,0..1,Reference(SubstancePolymer),Data items specific to polymers
82,SubstanceSpecification.protein, protein ,Σ,0..1,Reference(SubstanceProtein),Data items specific to proteins
83,SubstanceSpecification.sourceMaterial, sourceMaterial ,Σ,0..1,Reference(SubstanceSourceMaterial),Material or taxonomic/anatomical source for the substance
