,Path,Name,Flag,Card,Type,Description
30,Observation.bodySite, bodySite ,,0..1,CodeableConcept,Observed body partSNOMED CT Body Structures (Example)
31,Observation.method, method ,,0..1,CodeableConcept,How it was doneObservation Methods (Example)
32,Observation.specimen, specimen ,,0..1,Reference(Specimen),Specimen used for this observation
33,Observation.device, device ,,0..1,Reference(Device | DeviceMetric),(Measurement) Device
34,Observation.referenceRange, referenceRange ,I,0..*,BackboneElement,Provides guide for interpretation+ Rule: Must have at least a low or a high or text
35,Observation.referenceRange.low, low ,I,0..1,SimpleQuantity,"Low Range, if relevant"
36,Observation.referenceRange.high, high ,I,0..1,SimpleQuantity,"High Range, if relevant"
37,Observation.referenceRange.type, type ,,0..1,CodeableConcept,Reference range qualifierObservation Reference Range Meaning Codes (Preferred)
38,Observation.referenceRange.appliesTo, appliesTo ,,0..*,CodeableConcept,Reference range populationObservation Reference Range Applies To Codes (Example)
39,Observation.referenceRange.age, age ,,0..1,Range,"Applicable age range, if relevant"
40,Observation.referenceRange.text, text ,,0..1,string,Text based reference range in an observation
41,Observation.hasMember, hasMember ,Σ,0..*,Reference(Observation | QuestionnaireResponse | MolecularSequence),Related resource that belongs to the Observation group
42,Observation.derivedFrom, derivedFrom ,Σ,0..*,Reference(DocumentReference | ImagingStudy | Media | QuestionnaireResponse | Observation | MolecularSequence),Related measurements the observation is made from
43,Observation.component, component ,Σ,0..*,BackboneElement,Component results
44,Observation.component.code, code ,Σ,1..1,CodeableConcept,Type of component observation (code / type)LOINC Codes (Example)
45,Observation.component.valueQuantity,valueQuantity,Σ,0..1,Quantity,Actual component result
46,Observation.component.valueCodeableconcept,valueCodeableconcept,Σ,0..1,CodeableConcept,Actual component result
47,Observation.component.valueString,valueString,Σ,0..1,string,Actual component result
48,Observation.component.valueBoolean,valueBoolean,Σ,0..1,boolean,Actual component result
49,Observation.component.valueInteger,valueInteger,Σ,0..1,integer,Actual component result
50,Observation.component.valueRange,valueRange,Σ,0..1,Range,Actual component result
51,Observation.component.valueRatio,valueRatio,Σ,0..1,Ratio,Actual component result
52,Observation.component.valueSampleddata,valueSampleddata,Σ,0..1,SampledData,Actual component result
53,Observation.component.valueTime,valueTime,Σ,0..1,time,Actual component result
54,Observation.component.valueDatetime,valueDatetime,Σ,0..1,dateTime,Actual component result
55,Observation.component.valuePeriod,valuePeriod,Σ,0..1,Period,Actual component result
56,Observation.component.dataAbsentReason, dataAbsentReason ,I,0..1,CodeableConcept,Why the component result is missingDataAbsentReason (Extensible)
57,Observation.component.interpretation, interpretation ,,0..*,CodeableConcept,"High, low, normal, etc.Observation Interpretation Codes (Extensible)"
58,Observation.component.referenceRange, referenceRange ,,0..*,see referenceRange,Provides guide for interpretation of component result
