,Path,Name,Flag,Card,Type,Description
51,MedicationKnowledge.contraindication, contraindication ,,0..*,Reference(DetectedIssue),Potential clinical issue with or between medication(s)
52,MedicationKnowledge.regulatory, regulatory ,,0..*,BackboneElement,Regulatory information about a medication
53,MedicationKnowledge.regulatory.regulatoryAuthority, regulatoryAuthority ,,1..1,Reference(Organization),Specifies the authority of the regulation
54,MedicationKnowledge.regulatory.substitution, substitution ,,0..*,BackboneElement,Specifies if changes are allowed when dispensing a medication from a regulatory perspective
55,MedicationKnowledge.regulatory.substitution.type, type ,,1..1,CodeableConcept,Specifies the type of substitution allowed
56,MedicationKnowledge.regulatory.substitution.allowed, allowed ,,1..1,boolean,Specifies if regulation allows for changes in the medication when dispensing
57,MedicationKnowledge.regulatory.schedule, schedule ,,0..*,BackboneElement,Specifies the schedule of a medication in jurisdiction
58,MedicationKnowledge.regulatory.schedule.schedule, schedule ,,1..1,CodeableConcept,Specifies the specific drug schedule
59,MedicationKnowledge.regulatory.maxDispense, maxDispense ,,0..1,BackboneElement,The maximum number of units of the medication that can be dispensed in a period
60,MedicationKnowledge.regulatory.maxDispense.quantity, quantity ,,1..1,SimpleQuantity,The maximum number of units of the medication that can be dispensed
61,MedicationKnowledge.regulatory.maxDispense.period, period ,,0..1,Duration,The period that applies to the maximum number of units
62,MedicationKnowledge.kinetics, kinetics ,,0..*,BackboneElement,"The time course of drug absorption, distribution, metabolism and excretion of a medication from the body"
63,MedicationKnowledge.kinetics.areaUnderCurve, areaUnderCurve ,,0..*,SimpleQuantity,The drug concentration measured at certain discrete points in time
64,MedicationKnowledge.kinetics.lethalDose50, lethalDose50 ,,0..*,SimpleQuantity,The median lethal dose of a drug
65,MedicationKnowledge.kinetics.halfLifePeriod, halfLifePeriod ,,0..1,Duration,Time required for concentration in the body to decrease by half
