,Path,Name,Flag,Card,Type,Description
53,PlanDefinition.action.goalId, goalId ,,0..*,id,What goals this action supports
54,PlanDefinition.action.subjectCodeableconcept,subjectCodeableconcept,,0..1,CodeableConcept,Type of individual the action is focused onSubject type (Extensible)
55,PlanDefinition.action.subjectReference(group),subjectReference(group),,0..1,Reference(Group),Type of individual the action is focused onSubject type (Extensible)
56,PlanDefinition.action.trigger, trigger ,,0..*,TriggerDefinition,When the action should be triggered
57,PlanDefinition.action.condition, condition ,,0..*,BackboneElement,Whether or not the action is applicable
58,PlanDefinition.action.condition.kind, kind ,,1..1,code,applicability | start | stopActionConditionKind (Required)
59,PlanDefinition.action.condition.expression, expression ,,0..1,Expression,Boolean-valued expression
60,PlanDefinition.action.input, input ,,0..*,DataRequirement,Input data requirements
61,PlanDefinition.action.output, output ,,0..*,DataRequirement,Output data definition
62,PlanDefinition.action.relatedAction, relatedAction ,,0..*,BackboneElement,Relationship to another action
63,PlanDefinition.action.relatedAction.actionId, actionId ,,1..1,id,What action is this related to
64,PlanDefinition.action.relatedAction.relationship, relationship ,,1..1,code,before-start | before | before-end | concurrent-with-start | concurrent | concurrent-with-end | after-start | after | after-endActionRelationshipType (Required)
65,PlanDefinition.action.relatedAction.offsetDuration,offsetDuration,,0..1,Duration,Time offset for the relationship
66,PlanDefinition.action.relatedAction.offsetRange,offsetRange,,0..1,Range,Time offset for the relationship
67,PlanDefinition.action.timingDatetime,timingDatetime,,0..1,dateTime,When the action should take place
68,PlanDefinition.action.timingAge,timingAge,,0..1,Age,When the action should take place
69,PlanDefinition.action.timingPeriod,timingPeriod,,0..1,Period,When the action should take place
70,PlanDefinition.action.timingDuration,timingDuration,,0..1,Duration,When the action should take place
71,PlanDefinition.action.timingRange,timingRange,,0..1,Range,When the action should take place
72,PlanDefinition.action.timingTiming,timingTiming,,0..1,Timing,When the action should take place
73,PlanDefinition.action.participant, participant ,,0..*,BackboneElement,Who should participate in the action
74,PlanDefinition.action.participant.type, type ,,1..1,code,patient | practitioner | related-person | deviceActionParticipantType (Required)
75,PlanDefinition.action.participant.role, role ,,0..1,CodeableConcept,"E.g. Nurse, Surgeon, ParentAction participant role (Example)"
76,PlanDefinition.action.type, type ,,0..1,CodeableConcept,create | update | remove | fire-eventActionType (Extensible)
77,PlanDefinition.action.groupingBehavior, groupingBehavior ,,0..1,code,visual-group | logical-group | sentence-groupActionGroupingBehavior (Required)
78,PlanDefinition.action.selectionBehavior, selectionBehavior ,,0..1,code,any | all | all-or-none | exactly-one | at-most-one | one-or-moreActionSelectionBehavior (Required)
79,PlanDefinition.action.requiredBehavior, requiredBehavior ,,0..1,code,must | could | must-unless-documentedActionRequiredBehavior (Required)
80,PlanDefinition.action.precheckBehavior, precheckBehavior ,,0..1,code,yes | noActionPrecheckBehavior (Required)
81,PlanDefinition.action.cardinalityBehavior, cardinalityBehavior ,,0..1,code,single | multipleActionCardinalityBehavior (Required)
82,PlanDefinition.action.definitionCanonical(activitydefinition | plandefinition | questionnaire),definitionCanonical(activitydefinition | plandefinition | questionnaire),,0..1,canonical(ActivityDefinition | PlanDefinition | Questionnaire),Description of the activity to be performed
83,PlanDefinition.action.definitionUri,definitionUri,,0..1,uri,Description of the activity to be performed
84,PlanDefinition.action.transform, transform ,,0..1,canonical(StructureMap),Transform to apply the template
85,PlanDefinition.action.dynamicValue, dynamicValue ,,0..*,BackboneElement,Dynamic aspects of the definition
86,PlanDefinition.action.dynamicValue.path, path ,,0..1,string,The path to the element to be set dynamically
87,PlanDefinition.action.dynamicValue.expression, expression ,,0..1,Expression,An expression that provides the dynamic value for the customization
88,PlanDefinition.action.action, action ,,0..*,see action,A sub-action
