,Path,Name,Flag,Card,Type,Description
28,RiskEvidenceSynthesis.outcome, outcome ,Σ,1..1,Reference(EvidenceVariable),What outcome?
29,RiskEvidenceSynthesis.sampleSize, sampleSize ,,0..1,BackboneElement,What sample size was involved?
30,RiskEvidenceSynthesis.sampleSize.description, description ,,0..1,string,Description of sample size
31,RiskEvidenceSynthesis.sampleSize.numberOfStudies, numberOfStudies ,,0..1,integer,How many studies?
32,RiskEvidenceSynthesis.sampleSize.numberOfParticipants, numberOfParticipants ,,0..1,integer,How many participants?
33,RiskEvidenceSynthesis.riskEstimate, riskEstimate ,Σ,0..1,BackboneElement,What was the estimated risk
34,RiskEvidenceSynthesis.riskEstimate.description, description ,,0..1,string,Description of risk estimate
35,RiskEvidenceSynthesis.riskEstimate.type, type ,,0..1,CodeableConcept,Type of risk estimateRiskEstimateType (Extensible)
36,RiskEvidenceSynthesis.riskEstimate.value, value ,,0..1,decimal,Point estimate
37,RiskEvidenceSynthesis.riskEstimate.unitOfMeasure, unitOfMeasure ,,0..1,CodeableConcept,What unit is the outcome described in?UCUM Codes (Required)
38,RiskEvidenceSynthesis.riskEstimate.denominatorCount, denominatorCount ,,0..1,integer,Sample size for group measured
39,RiskEvidenceSynthesis.riskEstimate.numeratorCount, numeratorCount ,,0..1,integer,Number with the outcome
40,RiskEvidenceSynthesis.riskEstimate.precisionEstimate, precisionEstimate ,,0..*,BackboneElement,How precise the estimate is
41,RiskEvidenceSynthesis.riskEstimate.precisionEstimate.type, type ,,0..1,CodeableConcept,Type of precision estimatePrecisionEstimateType (Extensible)
42,RiskEvidenceSynthesis.riskEstimate.precisionEstimate.level, level ,,0..1,decimal,Level of confidence interval
43,RiskEvidenceSynthesis.riskEstimate.precisionEstimate.from, from ,,0..1,decimal,Lower bound
44,RiskEvidenceSynthesis.riskEstimate.precisionEstimate.to, to ,,0..1,decimal,Upper bound
45,RiskEvidenceSynthesis.certainty, certainty ,,0..*,BackboneElement,How certain is the risk
46,RiskEvidenceSynthesis.certainty.rating, rating ,,0..*,CodeableConcept,Certainty ratingQualityOfEvidenceRating (Extensible)
47,RiskEvidenceSynthesis.certainty.note, note ,,0..*,Annotation,Used for footnotes or explanatory notes
48,RiskEvidenceSynthesis.certainty.certaintySubcomponent, certaintySubcomponent ,,0..*,BackboneElement,A component that contributes to the overall certainty
49,RiskEvidenceSynthesis.certainty.certaintySubcomponent.type, type ,,0..1,CodeableConcept,Type of subcomponent of certainty ratingCertaintySubcomponentType (Extensible)
50,RiskEvidenceSynthesis.certainty.certaintySubcomponent.rating, rating ,,0..*,CodeableConcept,Subcomponent certainty ratingCertaintySubcomponentRating (Extensible)
51,RiskEvidenceSynthesis.certainty.certaintySubcomponent.note, note ,,0..*,Annotation,Used for footnotes or explanatory notes
